market,asin,title,category,price_usd,monthly_sold,rating,reviews,offers,bb_amazon,net_rev_after_promo,referral_usd,fba_fee_usd,ppc_usd,returns_usd,storage_misc_usd,contribution_usd,freight_usd,duty_pct,max_factory_cogs_25,max_factory_cogs_20,landed_at_25,net_profit_unit_25,roi_25_pct,monthly_net_potential_usd,listed_since,verdict,confidence,rationale,alibaba_url,fba_fee_source,volatility,weight_g,brand,found_by,url
US,B0GZ2B77HT,"33 Pack Refill Cartridges Compatible with Flying Insect Trap M364, M364A & Max","Patio, Lawn & Garden > Pest Control",32.39,4000,4.6,87,1,False,29.15,4.37,6.9,4.37,0.87,0.85,11.78,0.78,35.0,2.75,3.83,4.49,7.29,162.2,30609.0,2026-04-30,WATCH,high,+ продажи ≈4000/мес; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов),https://www.alibaba.com/trade/search?SearchText=refill%20cartridges%20compatible%20flying%20insect,keepa,0.106,712,BAIMNOCM,US_garden,https://www.amazon.com/dp/B0GZ2B77HT
US,B0GF1J3YM7,"Govee Edison Bulbs, Smart Vintage Light Bulbs, RGB Color Changing and Tunable White, Compatible with Matter, Alexa & Google Assistant, LED Filament Bulb, ST19(58), E26 Base for Home Decor, 4 Pack",Tools & Home Improvement > Light Bulbs,64.43,2000,4.5,149,1,False,57.99,8.7,7.17,8.7,1.74,0.85,30.83,0.58,35.0,11.67,13.81,16.33,14.5,88.7,30443.0,2026-03-15,WATCH,high,"+ продажи ≈2000/мес; + вход при закупке ≤$11.67 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов); − известный бренд — листинг = референс ниши, продаём PL-аналог",https://www.alibaba.com/trade/search?SearchText=edison%20bulbs%20smart%20vintage%20light,keepa,0.163,531,Govee,US_tools_diy,https://www.amazon.com/dp/B0GF1J3YM7
US,B0G62DRCJF,"Introducing Blink Wired Doorbell 2K+ — Head-to-Toe 2K video doorbell, continuous hardwired power, pair with Alexa or Blink Chime (sold separately) required for in-home alerts",Tools & Home Improvement > Electrical,49.99,3000,4.1,293,1,False,44.99,6.75,4.09,6.75,1.35,0.85,25.2,0.25,35.0,10.15,11.82,13.96,11.25,80.6,30369.0,2026-04-01,WATCH,high,"+ продажи ≈3000/мес; + вход при закупке ≤$10.15 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов); − волатильность цены 1.636; − известный бренд — листинг = референс ниши, продаём PL-аналог",https://www.alibaba.com/trade/search?SearchText=introducing%20wired%20doorbell%20head%20toe,keepa,1.636,150,Blink,US_tools_diy,https://www.amazon.com/dp/B0G62DRCJF
US,B0GY2R8WTF,"24 Pack Refill Cartridge Kit Compatible with Plug-in Light M364 and Max, Flying Insect Trap Refills Replacements for House & Fruit Flies, Easy to Use","Patio, Lawn & Garden > Pest Control",24.99,5000,4.6,165,2,False,22.49,3.37,5.76,3.37,0.67,0.85,8.46,0.47,35.0,1.75,2.58,2.84,5.62,198.2,29519.0,2026-04-22,WATCH,high,+ продажи ≈5000/мес; + Buy Box не у Amazon; + конкуренция умеренная (2 офферов),https://www.alibaba.com/trade/search?SearchText=refill%20cartridge%20kit%20compatible%20plug,keepa,0.148,431,Jiermadun,US_garden,https://www.amazon.com/dp/B0GY2R8WTF
US,B0GXQRZRTR,"100 FT Non-Expanding Garden Hose, 2026 New Upgrated Non-Expandable Garden Water Hose - Ultra-Light & Flexible Burst-Resistant, Kink-Free Garden Hoses, All-Weather Use for Lawns, Gardens,Outdoor","Patio, Lawn & Garden > Gardening & Lawn Care",48.15,3000,4.8,28,2,False,43.34,6.5,7.73,6.5,1.3,0.85,20.45,2.56,35.0,5.23,6.83,9.62,10.83,112.6,29251.0,2026-04-18,BUY,medium,+ продажи ≈3000/мес; + вход при закупке ≤$5.23 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (2 офферов),https://www.alibaba.com/trade/search?SearchText=non%20expanding%20garden%20hose%20upgrated,keepa,0.273,2331,IBXFO,US_garden,https://www.amazon.com/dp/B0GXQRZRTR
US,B0GWRQ3CWB,"Ecoflarix Large Capacity Milk Frother: 4-in-1 Electric Milk Steamer 350ml, 7700RPM High Speed, 120s Fast Frothing, 𝐇𝐨𝐭 & 𝐂𝐨𝐥𝐝 Foam Maker, Helpful Stainless Steel for Latte - Grayish Black",Home & Kitchen > Kitchen & Dining,34.19,4000,4.9,118,2,False,30.77,1.85,6.02,4.62,0.92,0.85,16.52,0.85,35.0,5.91,7.05,8.82,7.69,87.2,29079.0,2026-04-10,BUY,high,+ продажи ≈4000/мес; + вход при закупке ≤$5.91 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (2 офферов); − волатильность цены 2.613,https://www.alibaba.com/trade/search?SearchText=capacity%20milk%20frother%20electric%20steamer,keepa,2.613,771,Ecoflarix,US_home_kitchen,https://www.amazon.com/dp/B0GWRQ3CWB
US,B0GTY1QJYB,Tenmiro-Solar-Pathway-Lights-Outdoor-8-Pack-LED-Solar-Powered-Garden-Lights-Waterproof-IP65-Auto-On/Off-Outdoor-Light-for-Yard-Lawn-Patio-Path-Walkway-Driveway-Landscape-Lighting-Decor-3000K,Tools & Home Improvement > Lighting & Ceiling Fans,39.99,3000,4.7,192,4,False,35.99,2.88,7.9,5.4,1.08,0.85,17.88,2.15,35.0,4.99,6.33,8.89,9.0,101.3,28343.0,2026-02-02,BUY,high,+ продажи ≈3000/мес; + вход при закупке ≤$4.99 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (4 офферов),https://www.alibaba.com/trade/search?SearchText=solar%20pathway%20lights%20outdoor%20led,keepa,0.359,1950,Tenmiro,US_tools_diy,https://www.amazon.com/dp/B0GTY1QJYB
US,B0GTMYN73B,"Owala SmoothSip Slider Ceramic-Lined Insulated Stainless Steel Coffee Tumbler, No Metallic Taste Reusable Travel Mug, Hot Iced Coffee Cup, BPA Free 20 oz, Very, Very Dark",Home & Kitchen > Kitchen & Dining,29.99,4000,4.8,178,2,False,26.99,4.05,4.76,4.05,0.81,0.85,12.47,0.42,35.0,3.93,4.93,5.73,6.75,117.8,28341.0,2026-04-29,WATCH,high,"+ продажи ≈4000/мес; + вход при закупке ≤$3.93 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (2 офферов); − известный бренд — листинг = референс ниши, продаём PL-аналог",https://www.alibaba.com/trade/search?SearchText=smoothsip%20slider%20ceramic%20lined%20insulated,keepa,0.157,381,Owala,US_home_kitchen,https://www.amazon.com/dp/B0GTMYN73B
US,B0GLQH4453,"Haulcove 18pcs Puzzle Exercise Mat, 12.6""x12.6""x0.4"", 18sqft EVA Interlocking Foam Floor Tiles, Protective, Water-Resistant Flooring for Home Gym & Workout Equipment, Black",Tools & Home Improvement > Building Supplies,22.99,6000,4.4,774,1,False,20.69,3.1,9.45,3.1,0.62,0.85,3.56,1.73,35.0,-2.47,-1.7,,5.17,,27933.0,2026-04-14,SKIP,high,+ продажи ≈6000/мес; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов); − экономика не сходится (закупка ≤$0.00 при марже 20%),https://www.alibaba.com/trade/search?SearchText=puzzle%20exercise%20mat%20sqft%20eva,keepa,0.407,1569,Haulcove,US_tools_diy,https://www.amazon.com/dp/B0GLQH4453
US,B0G471BMKK,"Tegarbed Hand Blown Glass Hummingbird Feeders for Outdoors Hanging, 24oz Wild Bird Nectar Feeder with Ant Moat and Perch, Bee-Resistant Ports, Garden Decor, Gifts for Women Mom, 1 Pack, Red Polka Dots","Patio, Lawn & Garden > Backyard Birding & Wildlife",23.32,5000,4.6,595,1,False,20.99,3.15,7.88,3.15,0.63,0.85,5.33,0.99,35.0,-0.67,0.11,,5.25,,27547.0,2026-02-08,SKIP,high,+ продажи ≈5000/мес; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов); − экономика не сходится (закупка ≤$0.11 при марже 20%),https://www.alibaba.com/trade/search?SearchText=hand%20blown%20glass%20hummingbird%20feeders,keepa,0.386,898,Tegarbed,US_garden,https://www.amazon.com/dp/B0G471BMKK
US,B0GPXNJHD6,"Aynvixt Portable Rechargeable Fan, 20000mAh Battery Powered Camping Fan with LED Light & Hook, 270° Adjustable, 4-Speed, 4H Timer Camping Essentials for Outdoor Tent Travel BBQ Car, Gifts for Men Dad","Home & Kitchen > Heating, Cooling & Air Quality",26.99,5000,4.4,141,3,False,24.29,1.94,6.42,3.64,0.73,0.85,10.71,0.85,35.0,2.8,3.7,4.63,6.07,131.1,27327.0,2026-02-24,WATCH,high,+ продажи ≈5000/мес; + Buy Box не у Amazon; + конкуренция умеренная (3 офферов),https://www.alibaba.com/trade/search?SearchText=portable%20rechargeable%20fan%20mah%20battery,keepa,0.414,771,Aynvixt,US_home_kitchen,https://www.amazon.com/dp/B0GPXNJHD6
US,B0GFCZTRKL,"Zeawec 3-Piece Set Deep-Carbonized Bamboo Cutting Board for Kitchen - Crack-Resistant Wood Chopping Boards with Deep Juice Grooves, Pre-Oiled Butcher Block for Meat, Vegetables & Cheese, Carbonized",Home & Kitchen > Kitchen & Dining,14.83,10000,4.4,726,1,False,13.35,2.0,7.71,2.0,0.4,0.85,0.38,2.24,35.0,-3.84,-3.35,,3.34,,27028.0,2026-03-01,SKIP,high,+ продажи ≈10000/мес; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов); − волатильность цены 1.349; − экономика не сходится (закупка ≤$0.00 при марже 20%),https://www.alibaba.com/trade/search?SearchText=piece%20deep%20carbonized%20bamboo%20cutting,keepa,1.349,2032,zeawec,US_home_kitchen,https://www.amazon.com/dp/B0GFCZTRKL
US,B0GQ31552G,"OLIXIS 2 Inch Full Size Gel Infused Memory Foam Mattress Topper, a Soft Breathable Cooling Bed Pad, a Comfortable Bed Mattress Overlay for Bedroom, RV, Camper and Sleeper Sofa, CertiPUR-US Certified",Home & Kitchen > Bedding,35.75,4000,4.4,617,1,False,32.18,4.83,14.5,4.83,0.97,0.85,6.21,4.92,35.0,-5.01,-3.82,,8.04,,26062.0,2026-02-25,SKIP,high,+ продажи ≈4000/мес; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов); − волатильность цены 0.846; − экономика не сходится (закупка ≤$0.00 при марже 20%); − тяжёлый товар 4.5 кг,https://www.alibaba.com/trade/search?SearchText=full%20size%20gel%20infused%20memory,keepa,0.846,4477,OLIXIS,US_home_kitchen,https://www.amazon.com/dp/B0GQ31552G
US,B0GL2BF254,"SSWind 6000mAh Portable Handheld Fan with Ice Cooling, 199 Levels Stepless Speed, 20H Long Battery Life, 20000RPM Turbo Fan Rechargeable Personal Mini Fan for Travel, Outdoor, Makeup (Black)","Home & Kitchen > Heating, Cooling & Air Quality",28.39,4000,4.4,416,1,False,25.55,3.83,4.46,3.83,0.77,0.85,11.81,0.34,35.0,3.76,4.71,5.42,6.39,117.8,25551.0,2026-02-02,BUY,high,+ продажи ≈4000/мес; + вход при закупке ≤$3.76 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов),https://www.alibaba.com/trade/search?SearchText=mah%20portable%20handheld%20fan%20ice,keepa,0.141,308,SSWind,US_home_kitchen,https://www.amazon.com/dp/B0GL2BF254
US,B0GMSG1KHT,"Brita Small 6-Cup Water Filter Pitcher with BritaPlus Filter, WQA NSF/ANSI Certified, Reduces 2X Contaminants vs. Standard, Removes Chlorine Taste & Odor, Reduces Zinc Copper Mercury, Stone Blue",Tools & Home Improvement > Kitchen & Bath Fixtures,26.53,4000,4.6,1330,1,False,23.88,3.58,7.49,3.58,0.72,0.85,7.66,0.77,35.0,0.68,1.56,1.69,5.97,353.6,25071.0,2026-02-10,WATCH,high,+ продажи ≈4000/мес; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов),https://www.alibaba.com/trade/search?SearchText=cup%20water%20filter%20pitcher%20plus,keepa,0.113,700,BRITA,US_tools_diy,https://www.amazon.com/dp/B0GMSG1KHT
US,B0GXLGM2ZX,"Rodent Repellent for Mice & Rats, 1.41 Oz 24pc, Peppermint Oil Repellent for Rat Mice, Ant, Roach, Spider, Squirrel, for House, Garage, Car Engine, RV, Attic, Basement, Indoor & Outdoor Use","Patio, Lawn & Garden > Pest Control",23.99,5000,4.1,87,1,False,21.59,3.24,6.31,3.24,0.65,0.85,7.31,1.17,35.0,0.55,1.35,1.91,5.4,282.9,24290.0,2026-05-06,SKIP,high,+ продажи ≈5000/мес; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов); − волатильность цены 0.801; − экономика не сходится (закупка ≤$1.35 при марже 20%),https://www.alibaba.com/trade/search?SearchText=rodent%20repellent%20mice%20rats%20peppermint,keepa,0.801,1061,Nameiec,US_garden,https://www.amazon.com/dp/B0GXLGM2ZX
US,B0GHYMJQ9N,"Solar Pathway Lights Outdoor, 8 Pack Upgraded Solar Garden Lights Solar Powered, Solar Lights Outdoor Waterproof IP65, 15 Hours Outdoor Solar Lights for Yard Patio Landscape Walkway Driveway Decor",Tools & Home Improvement > Lighting & Ceiling Fans,56.66,2000,4.5,96,1,False,50.99,7.65,8.06,7.65,1.53,0.85,25.26,2.25,35.0,7.6,9.49,12.51,12.75,101.9,24095.0,2026-04-29,BUY,high,+ продажи ≈2000/мес; + вход при закупке ≤$7.60 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов),https://www.alibaba.com/trade/search?SearchText=solar%20pathway%20lights%20outdoor%20upgraded,keepa,0.176,2041,TuyLuxe,US_tools_diy,https://www.amazon.com/dp/B0GHYMJQ9N
US,B0GRVCHWTK,"OLIXIS Dresser for Bedroom with 5 Drawers, Wide Chest of Drawers, Fabric Bedroom Dresser with Drawer Organizers, Storage Organizer Unit with Fabric Bins for Closet, Living Room, Hallway,White",Home & Kitchen > Furniture,32.93,4000,4.1,2774,1,False,29.64,4.45,20.93,4.45,0.89,0.85,-1.92,11.48,35.0,-15.41,-14.32,,7.41,,24006.0,2026-03-09,SKIP,high,+ продажи ≈4000/мес; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов); − экономика не сходится (закупка ≤$0.00 при марже 20%); − тяжёлый товар 10.4 кг,https://www.alibaba.com/trade/search?SearchText=dresser%20bedroom%20drawers%20wide%20chest,keepa,0.443,10433,OLIXIS,"US_storage,US_organizer",https://www.amazon.com/dp/B0GRVCHWTK
US,B0GXN1DB65,BAIMNOCM 16 Pack Refill Cartridge Compatible with M364 & Max Flying Insect Trap Plug-in Light,"Patio, Lawn & Garden > Pest Control",19.99,5000,4.5,80,1,False,17.99,2.7,5.52,2.7,0.54,0.85,5.68,0.41,35.0,0.58,1.24,1.19,4.5,379.2,23613.0,2026-04-18,SKIP,high,+ продажи ≈5000/мес; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов); − экономика не сходится (закупка ≤$1.24 при марже 20%),https://www.alibaba.com/trade/search?SearchText=refill%20cartridge%20compatible%20max%20flying,keepa,0.096,372,BAIMNOCM,US_garden,https://www.amazon.com/dp/B0GXN1DB65
US,B0GHKNZH44,"Cheerair Handheld Portable Fan, 6-Speed Powerful Mini Personal Fan, Rechargeable 5000mAh Battery with Up to 15 Hours Runtime, Pocket Turbo Fan with Smart LED Display, Ideal for Travel, Camping, Makeup","Home & Kitchen > Heating, Cooling & Air Quality",24.97,4000,4.5,261,2,False,22.47,3.37,4.46,3.37,0.67,0.85,9.75,0.32,35.0,2.82,3.65,4.13,5.62,136.1,23597.0,2026-02-14,WATCH,high,+ продажи ≈4000/мес; + Buy Box не у Amazon; + конкуренция умеренная (2 офферов),https://www.alibaba.com/trade/search?SearchText=handheld%20portable%20fan%20speed%20powerful,keepa,0.162,290,CHEERAIR,US_home_kitchen,https://www.amazon.com/dp/B0GHKNZH44
US,B0GYPQ75WH,"DUMOS 32 Inch Small Computer Desk for Home Office, Gaming Writing Desks for Bedroom Modern Study Work Table Simple Style Workstation with Reinforcement Structure, Black",Home & Kitchen > Furniture,19.99,6000,4.6,2997,1,False,17.99,2.7,14.11,2.7,0.54,0.85,-2.91,8.42,35.0,-11.72,-11.05,,4.5,,22952.0,2026-04-27,SKIP,high,+ продажи ≈6000/мес; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов); − волатильность цены 0.62; − экономика не сходится (закупка ≤$0.00 при марже 20%); − тяжёлый товар 7.7 кг,https://www.alibaba.com/trade/search?SearchText=computer%20desk%20home%20office%20gaming,keepa,0.62,7652,DUMOS,US_home_kitchen,https://www.amazon.com/dp/B0GYPQ75WH
US,B0G4M4LM9P,"Sikitul 100FT LED Outdoor String Lights with Remote, One Continuous Strand Patio Lights with 35+1 Shatterproof S11 Bulbs, Dimmable 2700K Warm White, Timer & 3 Modes, Low Voltage for Backyard Garden",Tools & Home Improvement > Lighting & Ceiling Fans,25.98,4000,4.6,471,4,False,23.38,2.57,7.38,3.51,0.7,0.85,8.37,1.38,35.0,0.85,1.72,2.53,5.85,231.4,22096.0,2026-04-08,WATCH,high,+ продажи ≈4000/мес; + Buy Box не у Amazon; + конкуренция умеренная (4 офферов); − волатильность цены 1.423,https://www.alibaba.com/trade/search?SearchText=led%20outdoor%20string%20lights%20remote,keepa,1.423,1252,Sikitul,US_tools_diy,https://www.amazon.com/dp/B0G4M4LM9P
US,B0GGQ39VJC,"Amzrap 200FT Solar String Lights Outdoor Waterproof 72+2 LED Bulbs, Solar Powered with Remote & USB Port, 3 Light Modes Dimmable Patio Lights for Large Backyard, Garden, Party",Tools & Home Improvement > Lighting & Ceiling Fans,59.98,2000,4.4,151,3,False,53.98,5.94,9.25,8.1,1.62,0.85,28.23,3.89,35.0,8.03,10.03,14.73,13.5,91.6,21863.0,2026-04-03,BUY,high,+ продажи ≈2000/мес; + вход при закупке ≤$8.03 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (3 офферов); − тяжёлый товар 3.5 кг,https://www.alibaba.com/trade/search?SearchText=solar%20string%20lights%20outdoor%20waterproof,keepa,0.588,3538,Amzrap,US_tools_diy,https://www.amazon.com/dp/B0GGQ39VJC
US,B0GN1TZZ9W,"WALI Desk File Organizer, 4 Tier Desktop Paper Letter Tray Organizer with Drawer and 2 Pen Holders, Office Desk Accessories & Workspace Organizers for Office, Home Supplies(DO005DH-B), 1 Pack, Black",Office Products > Office & School Supplies,17.99,6000,4.4,175,1,False,16.19,2.43,7.96,2.43,0.49,0.85,2.04,2.2,35.0,-3.12,-2.52,,4.05,,21858.0,2026-03-30,SKIP,high,+ продажи ≈6000/мес; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов); − волатильность цены 0.893; − экономика не сходится (закупка ≤$0.00 при марже 20%),https://www.alibaba.com/trade/search?SearchText=desk%20file%20organizer%20tier%20desktop,keepa,0.893,2000,WALI,US_office,https://www.amazon.com/dp/B0GN1TZZ9W
US,B0GLTW1TZM,"HP 61 Tri-Color Ink Cartridge | Works with DeskJet 1000, 1510, 2050, 2510, 2540, 3000, 3050, 3510; Envy 4500, 5530; OfficeJet 2620, 4630 | C0PA5AN | Packaging May Vary",Office Products > Office Electronics,52.89,2000,4.7,69,25,False,47.6,7.14,4.13,7.14,1.43,0.85,26.91,0.25,35.0,10.94,12.7,15.01,11.9,79.3,21242.0,2026-04-08,WATCH,high,"+ продажи ≈2000/мес; + вход при закупке ≤$10.94 даёт маржу 25%; + Buy Box не у Amazon; − много офферов (25); − известный бренд — листинг = референс ниши, продаём PL-аналог",https://www.alibaba.com/trade/search?SearchText=tri%20color%20ink%20cartridge%20works,keepa,0.226,50,HP,US_office,https://www.amazon.com/dp/B0GLTW1TZM
US,B0GPXXGBD2,"TOR 14"" Stainless Steel Pressure Washer Surface Cleaner Attachment with 4 Wheels, 4000 PSI, 2 Extension Wands, Power Washer Surface Cleaner for Concrete, Driveway, Patio, Sidewalk, 1/4"" Quick Connect","Patio, Lawn & Garden > Outdoor Power Tools",37.83,3000,4.4,135,2,False,34.05,5.11,9.04,5.11,1.02,0.85,12.92,3.8,35.0,0.45,1.71,4.41,8.51,193.0,20684.0,2026-04-07,WATCH,high,+ продажи ≈3000/мес; + Buy Box не у Amazon; + конкуренция умеренная (2 офферов); − волатильность цены 0.802; − тяжёлый товар 3.5 кг,https://www.alibaba.com/trade/search?SearchText=stainless%20steel%20pressure%20washer%20surface,keepa,0.802,3452,TOR,US_garden,https://www.amazon.com/dp/B0GPXXGBD2
US,B0GYF7N7WN,"HOMESURE Supports 200lbs Heavy Duty Moving Bags - Strong Zipper & Wrap-Around Handles - Water-Resistant Storage Totes, Durable Alternative to Moving Boxes - 12 Pack - Semi-Transparent",Home & Kitchen > Storage & Organization,48.32,2000,4.8,6938,1,False,43.49,6.52,8.06,6.52,1.3,0.85,20.23,3.1,35.0,4.63,6.24,9.35,10.87,116.2,20548.0,2026-04-24,BUY,high,+ продажи ≈2000/мес; + вход при закупке ≤$4.63 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов),https://www.alibaba.com/trade/search?SearchText=supports%20lbs%20heavy%20duty%20moving,keepa,0.103,2821,HOMESURE,US_storage,https://www.amazon.com/dp/B0GYF7N7WN
US,B0GR1TR26Y,"Leviton Decora Smart Switch, Wi-Fi, Works with Matter, Alexa, Google Assistant, Apple Home/Siri & Wired or Wirefree 3-Way, Neutral Wire Required, D315S-1RW, White",Tools & Home Improvement > Electrical,33.69,3000,4.3,75,4,False,30.32,4.55,5.76,4.55,0.91,0.85,13.71,0.26,35.0,4.34,5.46,6.12,7.58,123.8,20467.0,2026-04-01,BUY,high,+ продажи ≈3000/мес; + вход при закупке ≤$4.34 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (4 офферов),https://www.alibaba.com/trade/search?SearchText=decora%20smart%20switch%20works%20matter,keepa,0.448,240,Leviton,US_tools_diy,https://www.amazon.com/dp/B0GR1TR26Y
US,B0GWZLFTDK,"WHATOOK Portable Handheld Turbo Fan, 5 Speeds Mini Personal Fan with 4000mAh Rechargeable Battery, Small Pocket Fan for Travel Essentials, Beach, Office, Gifts for Women Men - Light pink","Home & Kitchen > Heating, Cooling & Air Quality",16.99,5000,4.8,1049,1,False,15.29,2.29,4.2,2.29,0.46,0.85,5.19,0.25,35.0,0.83,1.4,1.37,3.82,278.6,20069.0,2026-04-13,SKIP,high,+ продажи ≈5000/мес; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов); − экономика не сходится (закупка ≤$1.40 при марже 20%),https://www.alibaba.com/trade/search?SearchText=portable%20handheld%20turbo%20fan%20speeds,keepa,0.316,222,WHATOOK,US_home_kitchen,https://www.amazon.com/dp/B0GWZLFTDK
US,B0GZ3MDQQ9,ATOPICK Waist Fan with Clip on: Portable 4-Speed Enlarged Fan-blades Personal Belt Fan with LED Light 6-11H of Working Time Hands-Free Neck Fan,"Home & Kitchen > Heating, Cooling & Air Quality",16.88,5000,4.5,50,1,False,15.19,2.28,4.46,2.28,0.46,0.85,4.87,0.35,35.0,0.53,1.09,1.07,3.8,354.7,19940.0,2026-04-30,SKIP,high,+ продажи ≈5000/мес; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов); − экономика не сходится (закупка ≤$1.09 при марже 20%),https://www.alibaba.com/trade/search?SearchText=waist%20fan%20clip%20portable%20speed,keepa,0.267,322,ATOPICK,US_home_kitchen,https://www.amazon.com/dp/B0GZ3MDQQ9
US,B0G8G5DMWM,"Sondiko Powerful Propane Torch Gun, Cooking Torch for Sous Vide, Charcoal Starter and Steak Searing, Best for Outdoor BBQ Party and Camping, Gray & Black, Gas Welding Kits(Tank Not Included)",Tools & Home Improvement > Welding & Soldering,32.55,3000,4.4,3280,2,False,29.29,4.39,6.31,4.39,0.88,0.85,12.47,0.68,35.0,3.3,4.39,5.14,7.32,142.4,19774.0,2026-02-13,BUY,high,+ продажи ≈3000/мес; + вход при закупке ≤$3.30 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (2 офферов); − волатильность цены 0.829,https://www.alibaba.com/trade/search?SearchText=powerful%20propane%20torch%20gun%20cooking,keepa,0.829,621,Sondiko,US_tools_diy,https://www.amazon.com/dp/B0G8G5DMWM
US,B0GSGCMPR8,"AI Portable Waist Fan, 6-Speed 15,000RPM Strong Turbo Airflow, 30H Cooling Battery Powered Personal Fan Rechargeable, Wearable Hands-Free Shirt/Belt/Body Fan for Travel, Work, Outdoor, Gift for Men","Home & Kitchen > Heating, Cooling & Air Quality",20.89,4000,4.6,157,2,False,18.8,1.5,4.2,2.82,0.56,0.85,8.86,0.25,35.0,2.9,3.59,4.16,4.7,112.9,19741.0,2026-03-13,WATCH,high,+ продажи ≈4000/мес; + Buy Box не у Amazon; + конкуренция умеренная (2 офферов),https://www.alibaba.com/trade/search?SearchText=portable%20waist%20fan%20speed%20rpm,keepa,0.366,231,Aynvixt,US_home_kitchen,https://www.amazon.com/dp/B0GSGCMPR8
US,B0GWD1C8RG,"Mosquito Repellent for Patio 48 Balls - Natural Mosquito Repellent Indoor & Outdoor Use, Mosquito Deterrent for Yard - Long Lasting Mosquito Control for Camping, Travel & Home","Patio, Lawn & Garden > Pest Control",29.99,3000,4.5,141,1,False,26.99,4.05,4.35,4.05,0.81,0.85,12.88,0.27,35.0,4.34,5.34,6.14,6.75,110.0,19130.0,2026-04-07,BUY,high,+ продажи ≈3000/мес; + вход при закупке ≤$4.34 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов); − волатильность цены 1.348,https://www.alibaba.com/trade/search?SearchText=mosquito%20repellent%20patio%20balls%20natural,keepa,1.348,249,hersohis,US_garden,https://www.amazon.com/dp/B0GWD1C8RG
US,B0GX5M47F3,"250 Anniversary USA Flag, 4th of July Decorations, Double Sided, UV Protection, Fade Resistant, 12x18 Inch, American Patriotic Outdoor Yard Garden Flags, 1776-2026 Commemorative (Blue)","Patio, Lawn & Garden > Outdoor Décor",12.8,7000,4.7,195,1,False,11.52,1.73,3.44,1.73,0.35,0.85,3.43,0.25,35.0,0.22,0.65,0.55,2.88,525.2,19051.0,2026-04-28,SKIP,high,+ продажи ≈7000/мес; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов); − экономика не сходится (закупка ≤$0.65 при марже 20%),https://www.alibaba.com/trade/search?SearchText=anniversary%20usa%20flag%20july%20decorations,keepa,0.477,41,VeleFete,US_garden,https://www.amazon.com/dp/B0GX5M47F3
US,B0GTZ1Z78F,"250th Anniversary American Flag - Double Sided 3-Ply Flag for outside,4th of July Decorations Independence Day,USA Flag 250 Year Anniversary for Outdoor Decoration","Patio, Lawn & Garden > Outdoor Décor",29.71,3000,4.6,212,2,False,26.74,4.01,3.85,4.01,0.8,0.85,13.22,0.32,35.0,4.6,5.59,6.53,6.68,102.4,18951.0,2026-04-24,BUY,high,+ продажи ≈3000/мес; + вход при закупке ≤$4.60 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (2 офферов); − волатильность цены 0.774,https://www.alibaba.com/trade/search?SearchText=anniversary%20american%20flag%20double%20sided,keepa,0.774,290,DKJOAZ,US_garden,https://www.amazon.com/dp/B0GTZ1Z78F
US,B0GSLPS5GZ,"FunnyAir Filtered Handheld Shower Head, 9 Spray Modes High Pressure, 3 Replacement Filters Included, Hard Water Softener 20-Stage Filtration, Remove Chlorine, Relieve Dry Itchy Skin, 3 Filters-Chrome",Tools & Home Improvement > Kitchen & Bath Fixtures,39.99,2000,4.5,1043,1,False,35.99,5.4,6.02,5.4,1.08,0.85,17.24,0.92,35.0,5.42,6.76,8.25,9.0,109.1,18895.0,2026-03-15,BUY,high,+ продажи ≈2000/мес; + вход при закупке ≤$5.42 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов),https://www.alibaba.com/trade/search?SearchText=filtered%20handheld%20shower%20head%20spray,keepa,0.0,839,FunnyAir,US_tools_diy,https://www.amazon.com/dp/B0GSLPS5GZ
